char	count	code	unicode_hex	name	script	cat	bytes	bidi	combining	eaw	mirrored
』	2326	12303	300F	RIGHT WHITE CORNER BRACKET	Common	Pe	3	ON	0	W	1
話	2323	35441	8A71	CJK UNIFIED IDEOGRAPH-8A71	Han	Lo	3	L	0	W	0
司	2319	21496	53F8	CJK UNIFIED IDEOGRAPH-53F8	Han	Lo	3	L	0	W	0
救	2319	25937	6551	CJK UNIFIED IDEOGRAPH-6551	Han	Lo	3	L	0	W	0
ྵ	2318	4021	FB5	TIBETAN SUBJOINED LETTER SSA	Tibetan	Mn	3	NSM	0	N	0
ዜ	2315	4828	12DC	ETHIOPIC SYLLABLE ZEE	Ethiopic	Lo	3	L	0	N	0
ઢ	2308	2722	AA2	GUJARATI LETTER DDHA	Gujarati	Lo	3	L	0	N	0
过	2303	36807	8FC7	CJK UNIFIED IDEOGRAPH-8FC7	Han	Lo	3	L	0	W	0
听	2289	21548	542C	CJK UNIFIED IDEOGRAPH-542C	Han	Lo	3	L	0	W	0
吃	2288	21507	5403	CJK UNIFIED IDEOGRAPH-5403	Han	Lo	3	L	0	W	0
哈	2279	21704	54C8	CJK UNIFIED IDEOGRAPH-54C8	Han	Lo	3	L	0	W	0
ដ	2274	6026	178A	KHMER LETTER DA	Khmer	Lo	3	L	0	N	0
ට	2274	3495	DA7	SINHALA LETTER ALPAPRAANA TTAYANNA	Sinhala	Lo	3	L	0	N	0
羊	2263	32650	7F8A	CJK UNIFIED IDEOGRAPH-7F8A	Han	Lo	3	L	0	W	0
⌊	2260	8970	230A	LEFT FLOOR	Common	Ps	3	ON	0	N	1
⌋	2260	8971	230B	RIGHT FLOOR	Common	Pe	3	ON	0	N	1
于	2252	20110	4E8E	CJK UNIFIED IDEOGRAPH-4E8E	Han	Lo	3	L	0	W	0
Ц	2246	1062	426	CYRILLIC CAPITAL LETTER TSE	Cyrillic	Lu	2	L	0	A	0
ਊ	2246	2570	A0A	GURMUKHI LETTER UU	Gurmukhi	Lo	3	L	0	N	0
፦	2244	4966	1366	ETHIOPIC PREFACE COLON	Ethiopic	Po	3	L	0	N	0
ӣ	2243	1251	4E3	CYRILLIC SMALL LETTER I WITH MACRON	Cyrillic	Ll	2	L	0	N	0
命	2232	21629	547D	CJK UNIFIED IDEOGRAPH-547D	Han	Lo	3	L	0	W	0
门	2232	38376	95E8	CJK UNIFIED IDEOGRAPH-95E8	Han	Lo	3	L	0	W	0
后	2217	21518	540E	CJK UNIFIED IDEOGRAPH-540E	Han	Lo	3	L	0	W	0
ꬂ	2215	43778	AB02	ETHIOPIC SYLLABLE TTHI	Ethiopic	Lo	3	L	0	N	0
便	2213	20415	4FBF	CJK UNIFIED IDEOGRAPH-4FBF	Han	Lo	3	L	0	W	0
け	2209	12369	3051	HIRAGANA LETTER KE	Hiragana	Lo	3	L	0	W	0
外	2208	22806	5916	CJK UNIFIED IDEOGRAPH-5916	Han	Lo	3	L	0	W	0
三	2196	19977	4E09	CJK UNIFIED IDEOGRAPH-4E09	Han	Lo	3	L	0	W	0
ሓ	2188	4627	1213	ETHIOPIC SYLLABLE HHAA	Ethiopic	Lo	3	L	0	N	0
照	2174	29031	7167	CJK UNIFIED IDEOGRAPH-7167	Han	Lo	3	L	0	W	0
全	2164	20840	5168	CJK UNIFIED IDEOGRAPH-5168	Han	Lo	3	L	0	W	0
希	2159	24076	5E0C	CJK UNIFIED IDEOGRAPH-5E0C	Han	Lo	3	L	0	W	0
米	2156	31859	7C73	CJK UNIFIED IDEOGRAPH-7C73	Han	Lo	3	L	0	W	0
Ὁ	2156	8009	1F49	GREEK CAPITAL LETTER OMICRON WITH DASIA	Greek	Lu	3	L	0	N	0
直	2151	30452	76F4	CJK UNIFIED IDEOGRAPH-76F4	Han	Lo	3	L	0	W	0
徒	2145	24466	5F92	CJK UNIFIED IDEOGRAPH-5F92	Han	Lo	3	L	0	W	0
四	2141	22235	56DB	CJK UNIFIED IDEOGRAPH-56DB	Han	Lo	3	L	0	W	0
Γ	2134	915	393	GREEK CAPITAL LETTER GAMMA	Greek	Lu	2	L	0	A	0
並	2130	20006	4E26	CJK UNIFIED IDEOGRAPH-4E26	Han	Lo	3	L	0	W	0
བ	2127	3926	F56	TIBETAN LETTER BA	Tibetan	Lo	3	L	0	N	0
ཻ	2125	3963	F7B	TIBETAN VOWEL SIGN EE	Tibetan	Mn	3	NSM	130	N	0
意	2122	24847	610F	CJK UNIFIED IDEOGRAPH-610F	Han	Lo	3	L	0	W	0
Å	2122	197	C5	LATIN CAPITAL LETTER A WITH RING ABOVE	Latin	Lu	2	L	0	N	0
正	2119	27491	6B63	CJK UNIFIED IDEOGRAPH-6B63	Han	Lo	3	L	0	W	0
明	2112	26126	660E	CJK UNIFIED IDEOGRAPH-660E	Han	Lo	3	L	0	W	0
力	2104	21147	529B	CJK UNIFIED IDEOGRAPH-529B	Han	Lo	3	L	0	W	0
山	2102	23665	5C71	CJK UNIFIED IDEOGRAPH-5C71	Han	Lo	3	L	0	W	0
ៃ	2094	6083	17C3	KHMER VOWEL SIGN AI	Khmer	Mc	3	L	0	N	0
ෛ	2094	3547	DDB	SINHALA VOWEL SIGN KOMBU DEKA	Sinhala	Mc	3	L	0	N	0
已	2091	24050	5DF2	CJK UNIFIED IDEOGRAPH-5DF2	Han	Lo	3	L	0	W	0
ъ	2074	1098	44A	CYRILLIC SMALL LETTER HARD SIGN	Cyrillic	Ll	2	L	0	A	0
及	2070	21450	53CA	CJK UNIFIED IDEOGRAPH-53CA	Han	Lo	3	L	0	W	0
殿	2054	27583	6BBF	CJK UNIFIED IDEOGRAPH-6BBF	Han	Lo	3	L	0	W	0
ん	2054	12435	3093	HIRAGANA LETTER N	Hiragana	Lo	3	L	0	W	0
ಖ	2049	3222	C96	KANNADA LETTER KHA	Kannada	Lo	3	L	0	N	0
ᤄ	2049	6404	1904	LIMBU LETTER GHA	Limbu	Lo	3	L	0	N	0
尼	2045	23612	5C3C	CJK UNIFIED IDEOGRAPH-5C3C	Han	Lo	3	L	0	W	0
世	2043	19990	4E16	CJK UNIFIED IDEOGRAPH-4E16	Han	Lo	3	L	0	W	0
督	2043	30563	7763	CJK UNIFIED IDEOGRAPH-7763	Han	Lo	3	L	0	W	0
ഘ	2028	3352	D18	MALAYALAM LETTER GHA	Malayalam	Lo	3	L	0	N	0
ꜚ	2024	42778	A71A	MODIFIER LETTER LOWER RIGHT CORNER ANGLE	Common	Lm	3	ON	0	N	0
ྣ	2011	4003	FA3	TIBETAN SUBJOINED LETTER NA	Tibetan	Mn	3	NSM	0	N	0
᤻	2006	6459	193B	LIMBU SIGN SA-I	Limbu	Mn	3	NSM	220	N	0
迦	1991	36838	8FE6	CJK UNIFIED IDEOGRAPH-8FE6	Han	Lo	3	L	0	W	0
罗	1988	32599	7F57	CJK UNIFIED IDEOGRAPH-7F57	Han	Lo	3	L	0	W	0
ഛ	1986	3355	D1B	MALAYALAM LETTER CHA	Malayalam	Lo	3	L	0	N	0
ጪ	1977	4906	132A	ETHIOPIC SYLLABLE CHI	Ethiopic	Lo	3	L	0	N	0
水	1974	27700	6C34	CJK UNIFIED IDEOGRAPH-6C34	Han	Lo	3	L	0	W	0
Ɵ	1973	415	19F	LATIN CAPITAL LETTER O WITH MIDDLE TILDE	Latin	Lu	2	L	0	N	0
Ө	1972	1256	4E8	CYRILLIC CAPITAL LETTER BARRED O	Cyrillic	Lu	2	L	0	N	0
定	1966	23450	5B9A	CJK UNIFIED IDEOGRAPH-5B9A	Han	Lo	3	L	0	W	0
甚	1963	29978	751A	CJK UNIFIED IDEOGRAPH-751A	Han	Lo	3	L	0	W	0
无	1958	26080	65E0	CJK UNIFIED IDEOGRAPH-65E0	Han	Lo	3	L	0	W	0
ዌ	1937	4812	12CC	ETHIOPIC SYLLABLE WEE	Ethiopic	Lo	3	L	0	N	0
せ	1937	12379	305B	HIRAGANA LETTER SE	Hiragana	Lo	3	L	0	W	0
口	1936	21475	53E3	CJK UNIFIED IDEOGRAPH-53E3	Han	Lo	3	L	0	W	0
么	1933	20040	4E48	CJK UNIFIED IDEOGRAPH-4E48	Han	Lo	3	L	0	W	0
Α	1932	913	391	GREEK CAPITAL LETTER ALPHA	Greek	Lu	2	L	0	A	0
Ⱪ	1911	11369	2C69	LATIN CAPITAL LETTER K WITH DESCENDER	Latin	Lu	3	L	0	N	0
Λ	1909	923	39B	GREEK CAPITAL LETTER LAMDA	Greek	Lu	2	L	0	A	0
֒	1905	1426	592	HEBREW ACCENT SEGOL	Hebrew	Mn	2	NSM	230	N	0
公	1903	20844	516C	CJK UNIFIED IDEOGRAPH-516C	Han	Lo	3	L	0	W	0
Ī	1903	298	12A	LATIN CAPITAL LETTER I WITH MACRON	Latin	Lu	2	L	0	N	0
֡	1897	1441	5A1	HEBREW ACCENT PAZER	Hebrew	Mn	2	NSM	230	N	0
哪	1879	21738	54EA	CJK UNIFIED IDEOGRAPH-54EA	Han	Lo	3	L	0	W	0
眾	1879	30526	773E	CJK UNIFIED IDEOGRAPH-773E	Han	Lo	3	L	0	W	0
活	1869	27963	6D3B	CJK UNIFIED IDEOGRAPH-6D3B	Han	Lo	3	L	0	W	0
ፑ	1866	4945	1351	ETHIOPIC SYLLABLE PU	Ethiopic	Lo	3	L	0	N	0
冷	1859	20919	51B7	CJK UNIFIED IDEOGRAPH-51B7	Han	Lo	3	L	0	W	0
Ἱ	1854	7993	1F39	GREEK CAPITAL LETTER IOTA WITH DASIA	Greek	Lu	3	L	0	N	0
Φ	1844	934	3A6	GREEK CAPITAL LETTER PHI	Greek	Lu	2	L	0	A	0
永	1839	27704	6C38	CJK UNIFIED IDEOGRAPH-6C38	Han	Lo	3	L	0	W	0
沒	1836	27794	6C92	CJK UNIFIED IDEOGRAPH-6C92	Han	Lo	3	L	0	W	0
喜	1834	21916	559C	CJK UNIFIED IDEOGRAPH-559C	Han	Lo	3	L	0	W	0
當	1832	30070	7576	CJK UNIFIED IDEOGRAPH-7576	Han	Lo	3	L	0	W	0
士	1825	22763	58EB	CJK UNIFIED IDEOGRAPH-58EB	Han	Lo	3	L	0	W	0
律	1821	24459	5F8B	CJK UNIFIED IDEOGRAPH-5F8B	Han	Lo	3	L	0	W	0
守	1819	23432	5B88	CJK UNIFIED IDEOGRAPH-5B88	Han	Lo	3	L	0	W	0
咐	1813	21648	5490	CJK UNIFIED IDEOGRAPH-5490	Han	Lo	3	L	0	W	0
凡	1813	20961	51E1	CJK UNIFIED IDEOGRAPH-51E1	Han	Lo	3	L	0	W	0
造	1807	36896	9020	CJK UNIFIED IDEOGRAPH-9020	Han	Lo	3	L	0	W	0
ආ	1805	3462	D86	SINHALA LETTER AAYANNA	Sinhala	Lo	3	L	0	N	0
平	1802	24179	5E73	CJK UNIFIED IDEOGRAPH-5E73	Han	Lo	3	L	0	W	0
Қ	1799	1178	49A	CYRILLIC CAPITAL LETTER KA WITH DESCENDER	Cyrillic	Lu	2	L	0	N	0
ឯ	1790	6063	17AF	KHMER INDEPENDENT VOWEL QE	Khmer	Lo	3	L	0	N	0
ඒ	1790	3474	D92	SINHALA LETTER EEYANNA	Sinhala	Lo	3	L	0	N	0
教	1785	25945	6559	CJK UNIFIED IDEOGRAPH-6559	Han	Lo	3	L	0	W	0
福	1781	31119	798F	CJK UNIFIED IDEOGRAPH-798F	Han	Lo	3	L	0	W	0
ྚ	1777	3994	F9A	TIBETAN SUBJOINED LETTER TTA	Tibetan	Mn	3	NSM	0	N	0
眼	1776	30524	773C	CJK UNIFIED IDEOGRAPH-773C	Han	Lo	3	L	0	W	0
聽	1770	32893	807D	CJK UNIFIED IDEOGRAPH-807D	Han	Lo	3	L	0	W	0
ฐ	1768	3600	E10	THAI CHARACTER THO THAN	Thai	Lo	3	L	0	N	0
ጮ	1763	4910	132E	ETHIOPIC SYLLABLE CHO	Ethiopic	Lo	3	L	0	N	0
ቺ	1761	4730	127A	ETHIOPIC SYLLABLE CI	Ethiopic	Lo	3	L	0	N	0
长	1745	38271	957F	CJK UNIFIED IDEOGRAPH-957F	Han	Lo	3	L	0	W	0
未	1737	26410	672A	CJK UNIFIED IDEOGRAPH-672A	Han	Lo	3	L	0	W	0
ૌ	1732	2764	ACC	GUJARATI VOWEL SIGN AU	Gujarati	Mc	3	L	0	N	0
示	1725	31034	793A	CJK UNIFIED IDEOGRAPH-793A	Han	Lo	3	L	0	W	0
ሹ	1720	4665	1239	ETHIOPIC SYLLABLE SHU	Ethiopic	Lo	3	L	0	N	0
国	1718	22269	56FD	CJK UNIFIED IDEOGRAPH-56FD	Han	Lo	3	L	0	W	0
Э	1716	1069	42D	CYRILLIC CAPITAL LETTER E	Cyrillic	Lu	2	L	0	A	0
今	1714	20170	4ECA	CJK UNIFIED IDEOGRAPH-4ECA	Han	Lo	3	L	0	W	0
˻	1710	763	2FB	MODIFIER LETTER BEGIN LOW TONE	Common	Sk	2	ON	0	N	0
˼	1708	764	2FC	MODIFIER LETTER END LOW TONE	Common	Sk	2	ON	0	N	0
七	1704	19971	4E03	CJK UNIFIED IDEOGRAPH-4E03	Han	Lo	3	L	0	W	0
圣	1704	22307	5723	CJK UNIFIED IDEOGRAPH-5723	Han	Lo	3	L	0	W	0
門	1700	38272	9580	CJK UNIFIED IDEOGRAPH-9580	Han	Lo	3	L	0	W	0
お	1698	12362	304A	HIRAGANA LETTER O	Hiragana	Lo	3	L	0	W	0
Ν	1688	925	39D	GREEK CAPITAL LETTER NU	Greek	Lu	2	L	0	A	0
ἷ	1686	7991	1F37	GREEK SMALL LETTER IOTA WITH DASIA AND PERISPOMENI	Greek	Ll	3	L	0	N	0
发	1682	21457	53D1	CJK UNIFIED IDEOGRAPH-53D1	Han	Lo	3	L	0	W	0
头	1671	22836	5934	CJK UNIFIED IDEOGRAPH-5934	Han	Lo	3	L	0	W	0
長	1666	38263	9577	CJK UNIFIED IDEOGRAPH-9577	Han	Lo	3	L	0	W	0
ẩ	1665	7849	1EA9	LATIN SMALL LETTER A WITH CIRCUMFLEX AND HOOK ABOVE	Latin	Ll	3	L	0	N	0
ἅ	1664	7941	1F05	GREEK SMALL LETTER ALPHA WITH DASIA AND OXIA	Greek	Ll	3	L	0	N	0
姓	1660	22995	59D3	CJK UNIFIED IDEOGRAPH-59D3	Han	Lo	3	L	0	W	0
再	1657	20877	518D	CJK UNIFIED IDEOGRAPH-518D	Han	Lo	3	L	0	W	0
ఠ	1656	3104	C20	TELUGU LETTER TTHA	Telugu	Lo	3	L	0	N	0
犹	1649	29369	72B9	CJK UNIFIED IDEOGRAPH-72B9	Han	Lo	3	L	0	W	0
吩	1646	21545	5429	CJK UNIFIED IDEOGRAPH-5429	Han	Lo	3	L	0	W	0
穌	1633	31308	7A4C	CJK UNIFIED IDEOGRAPH-7A4C	Han	Lo	3	L	0	W	0
ϭ	1630	1005	3ED	COPTIC SMALL LETTER SHIMA	Coptic	Ll	2	L	0	N	0
ๆ	1630	3654	E46	THAI CHARACTER MAIYAMOK	Thai	Lm	3	L	0	N	0
埃	1628	22467	57C3	CJK UNIFIED IDEOGRAPH-57C3	Han	Lo	3	L	0	W	0
ቾ	1626	4734	127E	ETHIOPIC SYLLABLE CO	Ethiopic	Lo	3	L	0	N	0
Č	1623	268	10C	LATIN CAPITAL LETTER C WITH CARON	Latin	Lu	2	L	0	N	0
且	1620	19988	4E14	CJK UNIFIED IDEOGRAPH-4E14	Han	Lo	3	L	0	W	0
ȧ	1616	551	227	LATIN SMALL LETTER A WITH DOT ABOVE	Latin	Ll	2	L	0	N	0
ഡ	1609	3361	D21	MALAYALAM LETTER DDA	Malayalam	Lo	3	L	0	N	0
み	1603	12415	307F	HIRAGANA LETTER MI	Hiragana	Lo	3	L	0	W	0
羅	1598	32645	7F85	CJK UNIFIED IDEOGRAPH-7F85	Han	Lo	3	L	0	W	0
母	1595	27597	6BCD	CJK UNIFIED IDEOGRAPH-6BCD	Han	Lo	3	L	0	W	0
聖	1593	32854	8056	CJK UNIFIED IDEOGRAPH-8056	Han	Lo	3	L	0	W	0
理	1588	29702	7406	CJK UNIFIED IDEOGRAPH-7406	Han	Lo	3	L	0	W	0
火	1583	28779	706B	CJK UNIFIED IDEOGRAPH-706B	Han	Lo	3	L	0	W	0
老	1582	32769	8001	CJK UNIFIED IDEOGRAPH-8001	Han	Lo	3	L	0	W	0
勒	1569	21202	52D2	CJK UNIFIED IDEOGRAPH-52D2	Han	Lo	3	L	0	W	0
Ю	1568	1070	42E	CYRILLIC CAPITAL LETTER YU	Cyrillic	Lu	2	L	0	A	0
無	1567	28961	7121	CJK UNIFIED IDEOGRAPH-7121	Han	Lo	3	L	0	W	0
つ	1557	12388	3064	HIRAGANA LETTER TU	Hiragana	Lo	3	L	0	W	0
Ǥ	1557	484	1E4	LATIN CAPITAL LETTER G WITH STROKE	Latin	Lu	2	L	0	N	0
往	1554	24448	5F80	CJK UNIFIED IDEOGRAPH-5F80	Han	Lo	3	L	0	W	0
什	1553	20160	4EC0	CJK UNIFIED IDEOGRAPH-4EC0	Han	Lo	3	L	0	W	0
恶	1551	24694	6076	CJK UNIFIED IDEOGRAPH-6076	Han	Lo	3	L	0	W	0
石	1545	30707	77F3	CJK UNIFIED IDEOGRAPH-77F3	Han	Lo	3	L	0	W	0
斯	1543	26031	65AF	CJK UNIFIED IDEOGRAPH-65AF	Han	Lo	3	L	0	W	0
指	1541	25351	6307	CJK UNIFIED IDEOGRAPH-6307	Han	Lo	3	L	0	W	0
或	1539	25110	6216	CJK UNIFIED IDEOGRAPH-6216	Han	Lo	3	L	0	W	0
走	1530	36208	8D70	CJK UNIFIED IDEOGRAPH-8D70	Han	Lo	3	L	0	W	0
非	1530	38750	975E	CJK UNIFIED IDEOGRAPH-975E	Han	Lo	3	L	0	W	0
居	1529	23621	5C45	CJK UNIFIED IDEOGRAPH-5C45	Han	Lo	3	L	0	W	0
Ʒ	1528	439	1B7	LATIN CAPITAL LETTER EZH	Latin	Lu	2	L	0	N	0
ඛ	1525	3483	D9B	SINHALA LETTER MAHAAPRAANA KAYANNA	Sinhala	Lo	3	L	0	N	0
ጴ	1524	4916	1334	ETHIOPIC SYLLABLE PHEE	Ethiopic	Lo	3	L	0	N	0
果	1520	26524	679C	CJK UNIFIED IDEOGRAPH-679C	Han	Lo	3	L	0	W	0
ខ	1516	6017	1781	KHMER LETTER KHA	Khmer	Lo	3	L	0	N	0
ば	1510	12400	3070	HIRAGANA LETTER BA	Hiragana	Lo	3	L	0	W	0
野	1506	37326	91CE	CJK UNIFIED IDEOGRAPH-91CE	Han	Lo	3	L	0	W	0
沙	1505	27801	6C99	CJK UNIFIED IDEOGRAPH-6C99	Han	Lo	3	L	0	W	0
ቁ	1502	4673	1241	ETHIOPIC SYLLABLE QU	Ethiopic	Lo	3	L	0	N	0
ŏ	1499	335	14F	LATIN SMALL LETTER O WITH BREVE	Latin	Ll	2	L	0	N	0
ଢ	1499	2850	B22	ORIYA LETTER DDHA	Oriya	Lo	3	L	0	N	0
頭	1495	38957	982D	CJK UNIFIED IDEOGRAPH-982D	Han	Lo	3	L	0	W	0
ἂ	1490	7938	1F02	GREEK SMALL LETTER ALPHA WITH PSILI AND VARIA	Greek	Ll	3	L	0	N	0
经	1486	32463	7ECF	CJK UNIFIED IDEOGRAPH-7ECF	Han	Lo	3	L	0	W	0
ὥ	1486	8037	1F65	GREEK SMALL LETTER OMEGA WITH DASIA AND OXIA	Greek	Ll	3	L	0	N	0
第	1484	31532	7B2C	CJK UNIFIED IDEOGRAPH-7B2C	Han	Lo	3	L	0	W	0
過	1479	36942	904E	CJK UNIFIED IDEOGRAPH-904E	Han	Lo	3	L	0	W	0
音	1478	38899	97F3	CJK UNIFIED IDEOGRAPH-97F3	Han	Lo	3	L	0	W	0
ཁ	1478	3905	F41	TIBETAN LETTER KHA	Tibetan	Lo	3	L	0	N	0
族	1475	26063	65CF	CJK UNIFIED IDEOGRAPH-65CF	Han	Lo	3	L	0	W	0
ቡ	1475	4705	1261	ETHIOPIC SYLLABLE BU	Ethiopic	Lo	3	L	0	N	0
ऽ	1475	2365	93D	DEVANAGARI SIGN AVAGRAHA	Devanagari	Lo	3	L	0	N	0
ઽ	1475	2749	ABD	GUJARATI SIGN AVAGRAHA	Gujarati	Lo	3	L	0	N	0
ៜ	1475	6108	17DC	KHMER SIGN AVAKRAHASANYA	Khmer	Lo	3	L	0	N	0
ഽ	1475	3389	D3D	MALAYALAM SIGN AVAGRAHA	Malayalam	Lo	3	L	0	N	0
ଽ	1475	2877	B3D	ORIYA SIGN AVAGRAHA	Oriya	Lo	3	L	0	N	0
ఽ	1475	3133	C3D	TELUGU SIGN AVAGRAHA	Telugu	Lo	3	L	0	N	0
྅	1475	3973	F85	TIBETAN MARK PALUTA	Tibetan	Po	3	L	0	N	0
ဃ	1474	4099	1003	MYANMAR LETTER GHA	Myanmar	Lo	3	L	0	N	0
ฆ	1474	3590	E06	THAI CHARACTER KHO RAKHANG	Thai	Lo	3	L	0	N	0
却	1471	21364	5374	CJK UNIFIED IDEOGRAPH-5374	Han	Lo	3	L	0	W	0
ዼ	1468	4860	12FC	ETHIOPIC SYLLABLE DDEE	Ethiopic	Lo	3	L	0	N	0
开	1461	24320	5F00	CJK UNIFIED IDEOGRAPH-5F00	Han	Lo	3	L	0	W	0
答	1456	31572	7B54	CJK UNIFIED IDEOGRAPH-7B54	Han	Lo	3	L	0	W	0
服	1454	26381	670D	CJK UNIFIED IDEOGRAPH-670D	Han	Lo	3	L	0	W	0
Ʌ	1452	581	245	LATIN CAPITAL LETTER TURNED V	Latin	Lu	2	L	0	N	0
五	1450	20116	4E94	CJK UNIFIED IDEOGRAPH-4E94	Han	Lo	3	L	0	W	0
ඤ	1450	3492	DA4	SINHALA LETTER TAALUJA NAASIKYAYA	Sinhala	Lo	3	L	0	N	0
ཉ	1450	3913	F49	TIBETAN LETTER NYA	Tibetan	Lo	3	L	0	N	0
間	1446	38291	9593	CJK UNIFIED IDEOGRAPH-9593	Han	Lo	3	L	0	W	0
…	1444	8230	2026	HORIZONTAL ELLIPSIS	Common	Po	3	ON	0	A	0
ឥ	1444	6053	17A5	KHMER INDEPENDENT VOWEL QI	Khmer	Lo	3	L	0	N	0
ඉ	1444	3465	D89	SINHALA LETTER IYANNA	Sinhala	Lo	3	L	0	N	0
还	1441	36824	8FD8	CJK UNIFIED IDEOGRAPH-8FD8	Han	Lo	3	L	0	W	0
苦	1441	33510	82E6	CJK UNIFIED IDEOGRAPH-82E6	Han	Lo	3	L	0	W	0
ஈ	1427	2952	B88	TAMIL LETTER II	Tamil	Lo	3	L	0	N	0
加	1414	21152	52A0	CJK UNIFIED IDEOGRAPH-52A0	Han	Lo	3	L	0	W	0
ೌ	1414	3276	CCC	KANNADA VOWEL SIGN AU	Kannada	Mn	3	NSM	0	N	0
ྡ	1409	4001	FA1	TIBETAN SUBJOINED LETTER DA	Tibetan	Mn	3	NSM	0	N	0
取	1407	21462	53D6	CJK UNIFIED IDEOGRAPH-53D6	Han	Lo	3	L	0	W	0
离	1404	31163	79BB	CJK UNIFIED IDEOGRAPH-79BB	Han	Lo	3	L	0	W	0
高	1404	39640	9AD8	CJK UNIFIED IDEOGRAPH-9AD8	Han	Lo	3	L	0	W	0
Ỹ	1401	7928	1EF8	LATIN CAPITAL LETTER Y WITH TILDE	Latin	Lu	3	L	0	N	0
ፊ	1395	4938	134A	ETHIOPIC SYLLABLE FI	Ethiopic	Lo	3	L	0	N	0
光	1394	20809	5149	CJK UNIFIED IDEOGRAPH-5149	Han	Lo	3	L	0	W	0
吗	1392	21527	5417	CJK UNIFIED IDEOGRAPH-5417	Han	Lo	3	L	0	W	0
站	1388	31449	7AD9	CJK UNIFIED IDEOGRAPH-7AD9	Han	Lo	3	L	0	W	0
於	1383	26044	65BC	CJK UNIFIED IDEOGRAPH-65BC	Han	Lo	3	L	0	W	0
仆	1381	20166	4EC6	CJK UNIFIED IDEOGRAPH-4EC6	Han	Lo	3	L	0	W	0
後	1381	24460	5F8C	CJK UNIFIED IDEOGRAPH-5F8C	Han	Lo	3	L	0	W	0
入	1380	20837	5165	CJK UNIFIED IDEOGRAPH-5165	Han	Lo	3	L	0	W	0
太	1379	22826	592A	CJK UNIFIED IDEOGRAPH-592A	Han	Lo	3	L	0	W	0
交	1379	20132	4EA4	CJK UNIFIED IDEOGRAPH-4EA4	Han	Lo	3	L	0	W	0
怒	1369	24594	6012	CJK UNIFIED IDEOGRAPH-6012	Han	Lo	3	L	0	W	0
派	1368	27966	6D3E	CJK UNIFIED IDEOGRAPH-6D3E	Han	Lo	3	L	0	W	0
͏	1368	847	34F	COMBINING GRAPHEME JOINER	Inherited	Mn	2	NSM	0	A	0
押	1361	25276	62BC	CJK UNIFIED IDEOGRAPH-62BC	Han	Lo	3	L	0	W	0
 	1355	8201	2009	THIN SPACE	Common	Zs	3	WS	0	N	0
ጳ	1351	4915	1333	ETHIOPIC SYLLABLE PHAA	Ethiopic	Lo	3	L	0	N	0
放	1350	25918	653E	CJK UNIFIED IDEOGRAPH-653E	Han	Lo	3	L	0	W	0
－	1346	65293	FF0D	FULLWIDTH HYPHEN-MINUS	Common	Pd	3	ES	0	F	0
爱	1344	29233	7231	CJK UNIFIED IDEOGRAPH-7231	Han	Lo	3	L	0	W	0
倒	1343	20498	5012	CJK UNIFIED IDEOGRAPH-5012	Han	Lo	3	L	0	W	0
愛	1343	24859	611B	CJK UNIFIED IDEOGRAPH-611B	Han	Lo	3	L	0	W	0
至	1340	33267	81F3	CJK UNIFIED IDEOGRAPH-81F3	Han	Lo	3	L	0	W	0
ஊ	1338	2954	B8A	TAMIL LETTER UU	Tamil	Lo	3	L	0	N	0
․	1336	8228	2024	ONE DOT LEADER	Common	Po	3	ON	0	A	0
†	1330	8224	2020	DAGGER	Common	Po	3	ON	0	A	0
间	1329	38388	95F4	CJK UNIFIED IDEOGRAPH-95F4	Han	Lo	3	L	0	W	0
美	1324	32654	7F8E	CJK UNIFIED IDEOGRAPH-7F8E	Han	Lo	3	L	0	W	0
食	1321	39135	98DF	CJK UNIFIED IDEOGRAPH-98DF	Han	Lo	3	L	0	W	0
怎	1316	24590	600E	CJK UNIFIED IDEOGRAPH-600E	Han	Lo	3	L	0	W	0
ḁ	1313	7681	1E01	LATIN SMALL LETTER A WITH RING BELOW	Latin	Ll	3	L	0	N	0
保	1310	20445	4FDD	CJK UNIFIED IDEOGRAPH-4FDD	Han	Lo	3	L	0	W	0
リ	1310	12522	30EA	KATAKANA LETTER RI	Katakana	Lo	3	L	0	W	0
底	1309	24213	5E95	CJK UNIFIED IDEOGRAPH-5E95	Han	Lo	3	L	0	W	0
按	1305	25353	6309	CJK UNIFIED IDEOGRAPH-6309	Han	Lo	3	L	0	W	0
猶	1303	29494	7336	CJK UNIFIED IDEOGRAPH-7336	Han	Lo	3	L	0	W	0
攻	1298	25915	653B	CJK UNIFIED IDEOGRAPH-653B	Han	Lo	3	L	0	W	0
曾	1296	26366	66FE	CJK UNIFIED IDEOGRAPH-66FE	Han	Lo	3	L	0	W	0
ἥ	1295	7973	1F25	GREEK SMALL LETTER ETA WITH DASIA AND OXIA	Greek	Ll	3	L	0	N	0
本	1292	26412	672C	CJK UNIFIED IDEOGRAPH-672C	Han	Lo	3	L	0	W	0
發	1292	30332	767C	CJK UNIFIED IDEOGRAPH-767C	Han	Lo	3	L	0	W	0
ὔ	1291	8020	1F54	GREEK SMALL LETTER UPSILON WITH PSILI AND OXIA	Greek	Ll	3	L	0	N	0
ዺ	1285	4858	12FA	ETHIOPIC SYLLABLE DDI	Ethiopic	Lo	3	L	0	N	0
ఘ	1277	3096	C18	TELUGU LETTER GHA	Telugu	Lo	3	L	0	N	0
