"languageCode","translationId","languageName","languageNameInEnglish","dialect","homeDomain","title","description","Redistributable","Copyright","UpdateDate","publicationURL","OTbooks","OTchapters","OTverses","NTbooks","NTchapters","NTverses","DCbooks","DCchapters","DCverses","FCBHID","Certified","inScript","swordName","rodCode","textDirection","downloadable","font","shortTitle","PODISBN","script","sourceDate"
"boa","boaNT","Bora","Bora","","ebible.org","Píívyéébé ihjyu: jetsocríjyodítyú cáátúnuháámɨ","New Testament in Bora (PE:boa:Bora)","True","Copyright © 2008 Wycliffe Bible Translators, Inc.","2014-04-22","http://ebible.org/boaNT/","0","0","0","27","260","7650","0","0","0","BOATBL","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","boa2008eb","","ltr","True","Gentium","Bora NT","978-1-5313-0098-2","Latin","2014-04-23"
"bod","bod","བོད་ཡིག","Tibetan","Central","ebible.org","Central Tibetan Bible","Tibetan, Central: Radiant Light to the Ends of the Earth (New Testament+)","False","Copyright © 2009-2022 gSungrab","2020-12-01","http://ebible.org/bod/","0","0","0","27","260","7873","0","0","0","BODTBT","False","http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A","bod2018eb","","ltr","True","Noto Serif Tibetan","Central Tibetan Bible","","Tibetan","2023-05-05"
"bod","bodn","བོད་ཡིག","Tibetan","Modern Literary","ebible.org","དམ་པའི་གསུང་རབ་བོད་འགྱུར་གསར་མ།","The Holy Bible in Modern Literary Tibetan, New Tibetan Bible translation: དམ་པའི་གསུང་རབ་བོད་འགྱུར་གསར་མ།","True","Copyright © 2016-2023 New Tibetan Bible Translation Committee","2024-01-31","http://ebible.org/bodn/","39","929","23120","27","260","7933","0","0","0","BODNTB","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","bodn2020eb","21178","ltr","True","Noto Serif Tibetan","New Tibetan Bible","","Tibetan","2024-01-31"
"boj","boj","Anjam","Anjam","","png.bible","Yesus Aqa Anjam Bole 2000","The New Testament in the Anjam language of Papua New Guinea, 2000 edition","True","Copyright © 2000 The Bible Society of Papua New Guinea","2001-01-01","http://png.bible/boj/","0","0","0","27","260","7726","0","0","0","BOJPNG","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","boj2000eb","","ltr","True","Gentium","Anjam NT 2000","978-1-5313-0099-9","Latin","2020-10-09"
"boj","boj2014","Anjam","Anjam","","png.bible","Yesus Aqa Anjam Bole 2014","The New Testament in the Anjam language of Papua New Guinea, 2014 revision","True","Copyright © 2014 Wycliffe Bible Translators, Inc.","2016-04-28","http://png.bible/boj2014/","0","0","0","27","260","7726","0","0","0","BOJWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","boj2014eb","","ltr","True","Gentium","Anjam NT 2014","978-1-5313-0100-2","Latin","2020-10-09"
"bon","bon","Bine","Bine","","png.bible","Ireclota Mene","The New Testament in the Bine Language of Papua New Guinea","True","Copyright © 1993 Bible Society of Papua New Guinea","2012-01-13","http://png.bible/bon/","0","0","0","27","260","7914","0","0","0","BONPNG","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","bon1993eb","","ltr","True","Gentium","Bine NT","978-1-5313-0101-9","Latin","2020-10-09"
"bor","bor","Borôro","Borôro","","ebible.org","Pao Kurireu Bataru Kurireu; O Novo Testamento","Borôro: Pao Kurireu Bataru Kurireu; O Novo Testamento (New Testament)","False","Copyright © 2020 Wycliffe Bible Translators, Inc.","2020-11-16","http://ebible.org/bor/","0","0","0","27","260","7469","0","0","0","BORWBT","False","http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A","bor2020eb","","ltr","True","DejaVu Serif","Borôro: Pao Kurireu Bataru Kurireu; O Novo Testamento (New Testament)","","Latin","2020-11-14"
"bov","bov","Tuwuli","Tuwuli","","ebible.org","Baguma Apam Vɔḛ a Tuwuli","Tuwuli: Baguma Apam Vɔḛ a Tuwuli New Testament","False","Copyright © 2008 Wycliffe Bible Translators, Inc.","2020-12-01","http://ebible.org/bov/","0","0","0","27","260","7914","0","0","0","BOVWBT","False","http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A","bov2008eb","","ltr","True","DejaVu Serif","Tuwuli NT","","Latin","2020-12-02"
"box","boxNT","Buamu","Buamu","","ebible.org","Dónbeenì páaníi fĩnle vũahṹ","New Testament in Buamu (UV:box:Buamu)","True","Copyright © 2012 Wycliffe Bible Translators, Inc.","2014-04-22","http://ebible.org/boxNT/","0","0","0","27","260","7912","0","0","0","BOXWYI","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","box2012eb","","ltr","True","Gentium","Buamu NT","978-1-5313-0102-6","Latin","2014-04-23"
"bpr","bpr","Koronadal Blaan","Blaan, Koronadal","","ebible.org","I Falami Kasafnè (New Testament)","New Testament in Blaan, Koronadal","True","Copyright © 1995 Wycliffe Bible Translators, Inc.","2014-08-06","http://ebible.org/bpr/","0","0","0","27","260","7944","0","0","0","BPRWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","bpr1995eb","","ltr","True","Gentium","Koronadal Blaan NT","978-1-5313-0103-3","Latin","2014-07-29"
"bps","bps","Sarangani Blaan","Blaan, Sarangani","","ebible.org","I tnalù dwata","New Testament in Blaan, Sarangani","True","Copyright © 1998 Wycliffe Bible Translators, Inc.","2015-03-17","http://ebible.org/bps/","6","166","3607","27","260","7927","0","0","0","BPSWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","bps1998eb","","ltr","True","Gentium","Sarangani Blaan NT","978-1-5313-0104-0","Latin","2015-03-18"
"bpx","bpx","Pali","Bareli, Palya","","ebible.org","भगवान ना खरला बोल","Bareli, Palya: भगवान ना खरला बोल (Bible)","True","Copyright © 2020 The Word for the World International and Yisu Por Bherho Karanya Paliya Mandli, Rajpur, Barwani, MP","2023-04-06","http://ebible.org/bpx/","0","0","0","1","28","1071","0","0","0","BPXWFT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","bpx2020eb","","ltr","True","FreeSerif","Bareli, Palya: भगवान ना खरला बोल (Bible)","","Latin","2023-04-07"
"bqc","bqcsim","Boko","Boko","","ebible.org","Bibeli Luayãtaalá","The Holy Bible in the Boko language spoken in Benin and Nigeria","True","Copyright © 2010 SIM International","2014-09-25","http://ebible.org/bqcsim/","39","929","23054","27","260","7930","0","0","0","BQCSIM","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","bqcsim2010eb","","ltr","True","Gentium Plus","Boko (Benin) Bible","978-1-5313-0105-7","Latin","2016-09-15"
"bqj","bqj","Bandial","Bandial","","ebible.org","Firim fafu fal Aláemit","Bandial: Firim fafu fal Aláemit Bible","False","Copyright © 2015 Wycliffe Bible Translators, Inc.","2020-11-16","http://ebible.org/bqj/","3","58","1645","27","260","7939","0","0","0","BQJWBT","False","http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A","bqj2015eb","","ltr","True","DejaVu Serif","Bandial: Firim fafu fal Aláemit Bible","","Latin","2020-11-14"
"bqp","bqp","Bisã","Busa","","ebible.org","Luda yã takada kũ Bisã yão","Portions of the Holy Bible in the Busa language of Nigeria","True","Copyright © 2005 SIM International","2014-10-10","http://ebible.org/bqp/","38","737","17695","27","260","7930","0","0","0","BQPSIM","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","bqp2005eb","","ltr","True","Gentium Plus","Bisa Bible","978-1-5313-0106-4","Latin","2020-10-09"
"brb","brb","Brao","Brao","","ebible.org","ព្រះគម្ពីរ ព្រៅ","Brao Cambodia NT","False","Copyright © 2020 Wycliffe Bible Translators, Inc.","2020-11-18","http://ebible.org/brb/","3","58","1664","10","94","3341","0","0","0","BRBWBT","False","http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A","brb2020eb","","ltr","True","Hanuman","Brao Cambodia NT","","Khmer","2020-11-19"
"bre","breBRG","Brezhoneg","Breton","","ebible.org","an Bibl","The Gospels in the Breton language of France, 1827 edition","True","public domain","2014-08-11","http://ebible.org/breBRG/","0","0","0","4","89","3779","0","0","0","BREBRG","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","breBRG1827eb","","ltr","True","Gentium","Breton Gospels","978-1-5313-0107-1","Latin","2020-10-09"
"bru","bru","Eastern Bru","Eastern Bru","","ebible.org","Parnai Yiang Sursĩ - Kinh Thánh tiếng Bru","Bru, Eastern: Parnai Yiang Sursĩ - Kinh Thánh tiếng Bru Bible","False","Copyright © 2015 Wycliffe Bible Translators, Inc.","2020-11-17","http://ebible.org/bru/","39","929","22874","27","260","7921","0","0","0","BRUWBT","False","http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A","bru2015eb","","ltr","True","DejaVu Serif","Bru, Eastern: Parnai Yiang Sursĩ - Kinh Thánh tiếng Bru Bible","","Latin","2020-11-17"
"bsc","bsc","Oniyan","Oniyan","","ebible.org","Oniyan","Oniyan: Oniyan (New Testament+)","False","Copyright © 2017 Wycliffe Bible Translators, Inc.","2020-11-30","http://ebible.org/bsc/","1","50","1533","27","260","7954","0","0","0","BSCWBT","False","http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A","bsc2017eb","","ltr","True","DejaVu Serif","Oniyan Bible","","Latin","2020-12-01"
"bsj","bsj","Bangunji","Bangwinji","","ebible.org","Bangwinji","The New Testament in the Bangwinji language of Nigeria","True","Copyright © 2020 Door43 Worldwide Mission Community","2024-05-01","http://ebible.org/bsj/","0","0","0","26","255","7825","0","0","0","BSJDOO","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","bsj2020eb","","ltr","True","DejaVu Serif","Bangwinji NT","","Latin","2024-05-01"
"bsn","bsnNT","Barasana-Eduria","Barasana-Eduria","","ebible.org","Dios oca gotirituti","New Testament in Barasana-Eduria (CO:bsn:Barasana-Eduria)","True","Copyright © 2010 Wycliffe Bible Translators, Inc.","2014-04-22","http://ebible.org/bsnNT/","0","0","0","27","260","7548","0","0","0","BSNTBL","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","bsn2010eb","","ltr","True","Gentium Plus","Barasana-Eduria NT","978-1-5313-0108-8","Latin","2014-04-23"
"bsp","bsp","Baga Sitemu","Baga Sitemu","","ebible.org","Kitabu ka Kanu","Portions of the Holy Bible in the Baga Sitemu language of Guinea","True","Copyright © 2015 Pioneer Bible Translators","2022-06-21","http://ebible.org/bsp/","3","78","2276","3","57","2258","0","0","0","BSPPBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","bsp2015eb","","ltr","True","Gentium","Baga Sitemu Bible Portions","978-1-5313-0831-5","Latin","2019-03-13"
"bss","bssNT","Akoose","Akoose","","ebible.org","Melɛ̌ Mékɔ̄ɔ̄lē","New Testament in Akoose (CM:bss:Akoose)","True","Copyright © 2011 Wycliffe Bible Translators, Inc.","2014-04-21","http://ebible.org/bssNT/","0","0","0","27","260","7931","0","0","0","BSSWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","bss2011eb","","ltr","True","Gentium","Akoose NT","978-1-5313-0109-5","Latin","2014-05-15"
"buk","buk","Bukawa","Bukawa","","png.bible","Anötö ndê Yom Lêŋsêm Wakuc","The New Testament in the Bukawa language of Papua New Guinea","True","Copyright © 2000 Lutheran Bible Translators Australia","2012-01-13","http://png.bible/buk/","0","0","0","27","260","7795","0","0","0","BUKLBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","buk2000eb","","ltr","True","Gentium","Bukawa NT","978-1-5313-0110-1","Latin","2020-10-09"
"buk","buk2013","Bugawac","Bugawac","","png.bible","Anötö ndê Yom Lêŋsêm Wakuc","Bugawac: Anötö ndê Yom Lêŋsêm Wakuc New Testament","False","Copyright © 2013 Lutheran Bible Translators Australia","2020-11-11","http://png.bible/buk2013/","0","0","0","27","260","7795","0","0","0","BUKWBT","False","http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A","buk2013eb","","ltr","True","DejaVu Serif","Bugawac: Anötö ndê Yom Lêŋsêm Wakuc New Testament","","Latin","2020-11-12"
"bus","bus","Bokobaru","Bokobaru","","ebible.org","Luda yã takada kↄ̃n Bokobaru yão","The New Testament and portions of the Old Testament in the Bokobaru language of Nigeria","True","Copyright © 2005 SIM International","2014-09-22","http://ebible.org/bus/","22","479","11459","27","260","7930","0","0","0","BUSSIM","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","bus2005eb","","ltr","True","Gentium Plus","Bokobaru Bible","978-1-5313-0111-8","Latin","2020-10-09"
"bvd","bvd","Baegu","Baeggu","","ebible.org","Na Alangaia Falu 'ana Baea 'i Baegu","The New Testament in the Baeggu language of the Solomon Islands","True","Copyright © 2016 Wycliffe Bible Translators, Inc.","2017-11-09","http://ebible.org/bvd/","0","0","0","27","260","7891","0","0","0","BVDWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","bvd2016eb","","ltr","True","Gentium","Baegu New Testament","","Latin","2021-11-30"
"bvr","bvr","Burarra","Burarra","","ebible.org","Nyanyapa Arrku Gun-nika Gun-molamola Janguny: Minypa Jesus Christ Guna-ganyja Arrburrwa Gun-geka Rum","The New Testament and portions of the Old Testament in the Burarra language of coastal Arnhem Land in Northern Australia","True","Copyright © 2008-2023 Wycliffe Bible Translators","2023-12-05","http://ebible.org/bvr/","4","12","256","27","260","7914","0","0","0","BVRWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","bvr2008eb","","ltr","True","DejaVu Serif","Burarra Scriptures","","Latin","2023-12-05"
"bwo","bwo","Borni","Borna","","ebible.org","Handr Taara","The New Testament in the Borna Language of Ethiopia (Handr Taara)","True","Copyright © 2018 The Word for the World International","2023-04-08","http://ebible.org/bwo/","0","0","0","27","260","7948","0","0","0","BWOTWF","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","bwo2018eb","","ltr","True","DejaVu Serif","Borna NT Latin Version","","Latin","2023-04-08"
"bwu","bwu","Buli (Ghana)","Buli (Ghana)","","ebible.org","The New Testament in the Buli language (Ghana)","Buli: The New Testament in the Buli language (Ghana) (New Testament)","False","Copyright © 2003 Wycliffe Bible Translators, Inc.","2020-11-16","http://ebible.org/bwu/","0","0","0","27","260","7836","0","0","0","BWUWBT","False","http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A","bwu2003eb","","ltr","True","DejaVu Serif","Buli: The New Testament in the Buli language (Ghana) (New Testament)","","Latin","2020-11-14"
"bxh","bxh","Buhutu","Buhutu","","png.bible","Buka Tabuna Tefadi","Mark, Acts, and selected excerpts of the Old Testament in the Buhutu language of Papua New Guinea","True","Copyright © 2015 Wycliffe Bible Translators, Inc.","2015-10-06","http://png.bible/bxh/","29","221","2537","2","44","1662","0","0","0","BXHWBT","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","bxhwbt2015eb","","ltr","True","Gentium Plus","Buhutu Bible","978-1-5313-0112-5","Latin","2020-10-09"
"byr","byr","Yipma","Baruya","","png.bible","Yipma Genesis and New Testament","Genesis and The New Testament in the Yipma/Baruya language","True","Copyright © 1993, 1994 Wycliffe Bible Translators, Inc.","2013-02-07","http://png.bible/byr/","1","50","168","27","260","7946","0","0","0","BYRPNG","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","byr1994eb","","ltr","True","Andika","Baruya NT+Genesis","978-1-5313-0113-2","Latin","2020-10-09"
"byr","byr-w","Yipma/Wagamwa","Yipma","Wagamwa","png.bible","Selected Scriptures in Yipma/Wagamwa","Selected Scriptures in the Wagamwa dialect of the Yipma language (parts of John, 1 John, Romans, and Hebrews).","True","Copyright © 2011 Wycliffe Bible Translators, Inc.","2015-01-02","http://png.bible/byr-w/","0","0","0","4","11","136","0","0","0","BYRWAG","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","byrW2011eb","","ltr","True","Gentium","Yipma Wagamwa NT","978-1-5313-0114-9","Latin","2020-10-09"
"byx","byx","Qaqet","Qaqet","","png.bible","A SLURLKA AA LANGINKA AMA IAMESKA","The New Testament and Ruth in the Qaqet Language of Papua New Guinea","True","Copyright © 1996 Papua New Guinea Bible Translation Association","2022-10-31","http://png.bible/byx/","1","4","80","27","260","7792","0","0","0","BYXPNG","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","byx1996eb","","ltr","True","Gentium","Qaqet Bible","978-1-5313-0115-6","Latin","2013-01-23"
"bzd","bzdNTpo","Bribri","Bribri","","ebible.org","Tte Pa̱'a̱li̱ Me' Skëköl tö Se' a̱","New Testament and Shorter Old Testament in Bribri (CS:bzd:Bribri)","True","Copyright © 2010 Wycliffe Bible Translators, Inc.","2014-04-22","http://ebible.org/bzdNTpo/","3","74","2071","27","260","7702","0","0","0","BZDWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","bzd2010eb","","ltr","True","Gentium","Bribri Bible","978-1-5313-0116-3","Latin","2014-04-23"
"bzh","bzh","Buang, Central/Mapos","Buang","Central/Mapos","png.bible","Ġaġek Mewis","The New Testament in the Central/Mapos dialect of the Buang language of Papua New Guinea","True","Copyright © 2003 The Bible Society of Papua New Guinea","2015-01-02","http://png.bible/bzh/","0","0","0","27","260","7946","0","0","0","BZHPNG","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","bzh2003eb","","ltr","True","Gentium","Buang NT","978-1-5313-0117-0","Latin","2020-10-09"
"bzi","bzi","Bisu","Bisu","","ebible.org","จี่วีดม้าม้า พระคัมภีร์ อางซื่อ บี่ซู่ ต่าง","Bisu: จี่วีดม้าม้า พระคัมภีร์ อางซื่อ บี่ซู่ ต่าง New Testament","False","Copyright © 2015 Wycliffe Bible Translators, Inc.","2020-11-16","http://ebible.org/bzi/","0","0","0","27","260","7900","0","0","0","BZIWBT","False","http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A","bzi2015eb","","ltr","True","Noto Serif Thai","Bisu: จี่วีดม้าม้า พระคัมภีร์ อางซื่อ บี่ซู่ ต่าง New Testament","","Thai","2020-11-14"
"bzj","bzj","Bileez Kriol","Belize Kriol English","","ebible.org","Di Nyoo Testiment eena Bileez Kriol","New Testament in Belize Kriol English (BH:bzj:Belize Kriol English)","False","Copyright © 2012 Wycliffe Bible Translators, Inc.","2022-12-21","http://ebible.org/bzj/","0","0","0","27","260","7849","0","0","0","BZJWBT","False","http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A","bzj2012eb","","ltr","False","Gentium Plus","New Testament in Belize Kriol English (BH:bzj:Belize Kriol English)","","Latin","2014-07-29"
"caa","caa","Chortí","Chorti","","ebible.org","Uyojroner e Dios xeꞌ Tzꞌijbꞌabꞌir Tama e Onian Tiempo","The New Testament and Genesis, Ruth, Esther, and Jonah in the Chorti language of Guatemala","True","Copyright © 1996, 2012, 2013, 2023 Wycliffe Bible Translators, Inc. and Evangel Bible Translators, International","2023-08-23","http://ebible.org/caa/","4","68","1832","27","260","7956","0","0","0","CAAWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","caa2013eb","","ltr","True","Gentium Plus","Chorti Bible","978-1-5313-0119-4","Latin","2013-07-20"
